Purchases,Ads,SharesInfo,SharesLocation,UsersInteract,PaidApp,Rating,EditorsChoice,RelativeDownloadsPerformance,CompanyIsExperienced,Category_action,Category_adventure,Category_arcade,Category_board,Category_card,Category_casino,Category_casual,Category_educational,Category_music,Category_puzzle,Category_racing,Category_role playing,Category_simulation,Category_sports,Category_strategy,Category_trivia,Category_word,AgeRating_Everyone,AgeRating_Everyone 10+,AgeRating_Mature 17+,AgeRating_Teen,PC1,Cluster,AppID,AppName,AppFancyName,CompanyName,UnrestrictedInternet,AgeRating,ParentalGuidance,Downloads,Category,LowPrice,TopPrice,Price,RatingCount,Installs,MinimumInstalls,MaximumInstalls,Free,ReleaseDate,LastUpdated,DaysOnMarket,ReleaseYear,GamesCount
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4.5,FALSE,1.1103708,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.556086467,2,1,com.gamebasics.osm,Online Soccer Manager OSM,gamebasics bv,FALSE,Everyone,FALSE,10000000,Sports,0.59,109.99,free,1656120,10000000+,10000000,42184514,TRUE,10/4/2012,11/26/2020,3106,2012,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,TRUE,9.90363566,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.925034221,3,2,com.fgol.HungrySharkEvolution,Hungry Shark Evolution,ubisoft entertainment,FALSE,Teen,FALSE,100000000,Arcade,2.29,109.99,free,6495234,100000000+,100000000,357416919,TRUE,2/22/2013,10/27/2020,2965,2013,16
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4.5,FALSE,2.87060447,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.030301865,2,3,com.zynga.livepoker,Zynga Poker ? Free Texas Holdem Online Card Games,zynga,FALSE,Teen,FALSE,50000000,Casino,0.59,350,free,2315552,50000000+,50000000,80380111,TRUE,12/21/2010,11/4/2020,3759,2010,19
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.6,FALSE,0.22140351,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.50194556,2,4,ee.dustland.android.dustlandsudoku,Sudoku - The Clean One,dustland design,FALSE,Everyone,FALSE,1000000,Puzzle,1.89,2.99,free,6639,1000000+,1000000,2561887,TRUE,7/20/2017,10/29/2020,1356,2017,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,TRUE,18.78471648,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.317640016,3,5,com.miniclip.eightballpool,8 Ball Pool,miniclip.com,FALSE,Everyone,FALSE,500000000,Sports,0.79,99.99,free,17053699,500000000+,500000000,677930380,TRUE,1/23/2013,11/26/2020,2995,2013,20
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3.4,FALSE,1.05411721,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.497931143,0,6,com.rabbitmountain.rollercoaster,VR Thrills: Roller Coaster 360 Google Cardboard,rabbit mountain,FALSE,Everyone,FALSE,10000000,Simulation,0.99,19.99,free,35012,10000000+,10000000,16824790,TRUE,12/7/2016,2/14/2020,1581,2016,7
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.6,FALSE,2.5251316,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.122580963,2,7,com.scimob.ninetyfour.percent,94% - Quiz Trivia & Logic,scimob,FALSE,Everyone,FALSE,10000000,Trivia,0.99,17.99,free,2498627,10000000+,10000000,40609724,TRUE,2/8/2015,11/2/2020,2249,2015,4
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.3,TRUE,35.44812229,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.436139218,3,8,com.tencent.ig,PUBG MOBILE,tencent games,FALSE,Teen,FALSE,100000000,Action,0.89,209.99,free,21900921,100000000+,100000000,422554232,TRUE,3/19/2018,11/9/2020,1114,2018,2
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.2,FALSE,28.90468965,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.487955914,3,9,air.com.hypah.io.slither,slither.io,lowtech studios,FALSE,Everyone,FALSE,100000000,Action,4.24,4.24,free,5834978,100000000+,100000000,461348441,TRUE,3/25/2016,12/20/2019,1838,2016,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,FALSE,1.28982979,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.233731285,2,10,com.turner.pocketmorties,Rick and Morty: Pocket Mortys,[adult swim] games,FALSE,Teen,FALSE,10000000,Simulation,1.09,104.99,free,234239,10000000+,10000000,20587004,TRUE,1/13/2016,10/5/2020,1910,2016,1
